Ngày,Giá đóng,Giá trị thay đổi,% thay đổi,Giá mở,Giá cao nhất,Giá thấp nhất,Tổng KL GD,Tổng GT GD
04/02/2020,"51,800",0.30,0.58,"51,500","52,400","51,000","165,144","8,554,459,200"
03/02/2020,"51,500",-0.50,-0.97,"52,000","52,500","49,000","360,297","18,555,295,500"
02/02/2020,"52,000",-2.70,-5.19,"54,700","54,900","52,000","411,815","21,414,380,000"
31/01/2020,"52,000",-2.70,-5.19,"54,700","54,900","52,000","411,815","21,414,380,000"
30/01/2020,"54,700",-1.80,-3.29,"56,500","55,800","53,900","263,846","14,432,376,200"
29/01/2020,"56,500",1.00,1.77,"55,500","56,500","54,700","316,565","17,885,922,500"
28/01/2020,"56,500",1.00,1.77,"55,500","56,500","54,700","316,565","17,885,922,500"
27/01/2020,"56,500",1.00,1.77,"55,500","56,500","54,700","316,565","17,885,922,500"
26/01/2020,"56,500",1.00,1.77,"55,500","56,500","54,700","316,565","17,885,922,500"
24/01/2020,"56,500",1.00,1.77,"55,500","56,500","54,700","316,565","17,885,922,500"
23/01/2020,"56,500",1.00,1.77,"55,500","56,500","54,700","316,565","17,885,922,500"
22/01/2020,"56,500",1.00,1.77,"55,500","56,500","54,700","316,565","17,885,922,500"
21/01/2020,"55,500",-1.90,-3.42,"57,400","58,000","55,500","4,351,820","241,526,010,000"
20/01/2020,"57,400",-0.20,-0.35,"57,600","58,000","57,200","1,227,100","70,435,540,000"
17/01/2020,"57,600",-0.40,-0.69,"58,000","58,100","57,000","1,388,810","79,995,456,000"
16/01/2020,"58,000",1.00,1.72,"57,000","58,200","57,000","1,942,970","112,692,260,000"
15/01/2020,"57,000",-0.10,-0.18,"57,000","57,100","56,800","940,870","53,629,590,000"
14/01/2020,"57,400",0.30,0.52,"57,100","57,400","57,100","186,870","10,726,338,000"
13/01/2020,"57,100",-0.40,-0.70,"57,500","57,600","57,000","78,676","4,492,399,600"
10/01/2020,"57,500",-0.10,-0.17,"57,600","57,800","57,100","101,865","5,857,237,500"
09/01/2020,"57,600",0.80,1.39,"56,800","57,700","57,100","96,705","5,570,208,000"
08/01/2020,"56,800",-1.30,-2.29,"58,100","57,700","56,800","181,429","10,305,167,200"
07/01/2020,"58,100",1.10,1.89,"57,000","58,100","57,000","83,724","4,864,364,400"
06/01/2020,"57,000",-0.60,-1.05,"57,600","57,600","56,800","109,166","6,222,462,000"
03/01/2020,"57,600",-1.00,-1.74,"58,600","59,100","57,400","204,788","11,795,788,800"
02/01/2020,"58,600",0.30,0.51,"58,300","59,000","58,000","89,672","5,254,779,200"
31/12/2019,"58,300",-0.30,-0.51,"58,600","58,700","58,000","68,903","4,017,044,900"
30/12/2019,"58,600",1.00,1.71,"57,600","58,900","57,600","288,106","16,883,011,600"
28/12/2019,"57,600",0.20,0.35,"57,400","57,800","56,800","100,486","5,787,993,600"
27/12/2019,"57,600",0.20,0.35,"57,400","57,800","56,800","100,486","5,787,993,600"
26/12/2019,"57,400",-0.10,-0.17,"57,500","58,100","57,400","112,450","6,454,630,000"
25/12/2019,"57,500",1.10,1.91,"56,400","57,900","56,400","160,435","9,225,012,500"
24/12/2019,"56,400",0.30,0.53,"56,100","56,500","56,100","69,210","3,903,444,000"
23/12/2019,"56,100",-0.40,-0.71,"56,500","57,000","56,000","76,600","4,297,260,000"
20/12/2019,"56,500",0.70,1.24,"55,800","56,700","55,800","777,100","43,906,150,000"
19/12/2019,"55,800",0.30,0.54,"55,500","56,200","55,400","81,782","4,563,435,600"
18/12/2019,"55,500",0.10,0.18,"55,400","56,000","55,000","102,249","5,674,819,500"
17/12/2019,"55,400",-1.10,-1.99,"56,500","56,400","55,100","221,136","12,250,934,400"
16/12/2019,"56,500",-0.60,-1.06,"57,100","57,100","56,400","96,813","5,469,934,500"
14/12/2019,"57,100",0.10,0.18,"57,000","57,500","56,900","168,170","9,602,507,000"
13/12/2019,"57,100",0.10,0.18,"57,000","57,500","56,900","168,170","9,602,507,000"
12/12/2019,"57,000",0.50,0.88,"56,500","57,200","56,700","94,241","5,371,737,000"
11/12/2019,"56,500",1.00,1.77,"55,500","56,600","55,200","87,796","4,960,474,000"
10/12/2019,"55,500",0.20,0.36,"55,300","55,800","54,800","79,710","4,423,905,000"
09/12/2019,"55,300",0.30,0.54,"55,000","55,800","55,000","70,096","3,876,308,800"
07/12/2019,"55,000",0.10,0.18,"54,900","55,400","54,700","55,616","3,058,880,000"
06/12/2019,"55,000",0.10,0.18,"54,900","55,400","54,700","55,616","3,058,880,000"
05/12/2019,"54,900",-0.50,-0.91,"55,400","55,800","54,800","114,400","6,280,560,000"
04/12/2019,"55,400",0.90,1.62,"54,500","55,500","54,000","93,213","5,164,000,200"
03/12/2019,"54,500",-0.10,-0.18,"54,600","55,200","53,300","161,912","8,824,204,000"
02/12/2019,"54,600",-1.80,-3.30,"56,400","56,500","54,600","199,238","10,878,394,800"
29/11/2019,"56,400",0.40,0.71,"56,000","56,800","55,800","73,937","4,170,046,800"
28/11/2019,"56,000",-1.00,-1.79,"57,000","56,900","55,800","137,082","7,676,592,000"
27/11/2019,"57,000",-0.10,-0.18,"57,100","57,400","56,900","81,228","4,629,996,000"
26/11/2019,"57,100",0.50,0.88,"56,600","57,200","56,800","96,869","5,531,219,900"
25/11/2019,"56,600",0.60,1.06,"56,000","57,000","55,800","108,799","6,158,023,400"
23/11/2019,"56,000",0.00,0.00,"56,000","57,100","55,500","162,582","9,104,592,000"
22/11/2019,"56,000",0.00,0.00,"56,000","57,100","55,500","162,582","9,104,592,000"
21/11/2019,"56,000",-0.80,-1.43,"56,800","57,100","55,900","330,395","18,502,120,000"
20/11/2019,"56,800",-1.50,-2.64,"58,300","58,200","56,600","229,176","13,017,196,800"
19/11/2019,"58,300",0.80,1.37,"57,500","58,300","57,500","105,977","6,178,459,100"
18/11/2019,"57,500",-1.10,-1.91,"58,600","58,800","57,100","279,492","16,070,790,000"
15/11/2019,"58,600",0.30,0.51,"58,300","58,800","57,700","256,804","15,048,714,400"
14/11/2019,"58,300",-2.20,-3.77,"60,500","61,000","57,500","479,939","27,980,443,700"
13/11/2019,"60,500",-0.50,-0.83,"61,000","61,300","60,500","133,394","8,070,337,000"
12/11/2019,"61,000",1.00,1.64,"60,000","61,300","60,000","284,265","17,340,165,000"
11/11/2019,"60,000",0.40,0.67,"59,600","60,600","59,500","218,049","13,082,940,000"
09/11/2019,"59,600",0.10,0.17,"59,500","59,800","59,200","121,954","7,268,458,400"
08/11/2019,"59,600",0.10,0.17,"59,500","59,800","59,200","121,954","7,268,458,400"
07/11/2019,"59,500",0.00,0.00,"59,500","59,900","59,200","143,803","8,556,278,500"
06/11/2019,"59,500",-0.30,-0.50,"59,800","60,400","59,500","155,161","9,232,079,500"
05/11/2019,"59,800",-0.10,-0.17,"59,900","60,100","59,400","123,952","7,412,329,600"
04/11/2019,"58,500",0.60,1.03,"57,900","58,700","57,600","173,295","10,137,757,500"
01/11/2019,"58,500",0.60,1.03,"57,900","58,700","57,600","173,295","10,137,757,500"
31/10/2019,"57,900",0.10,0.17,"57,800","58,700","57,800","126,339","7,315,028,100"
30/10/2019,"57,800",-0.10,-0.17,"57,900","58,100","57,600","110,207","6,369,964,600"
29/10/2019,"57,900",-0.20,-0.35,"58,100","58,300","57,800","95,302","5,517,985,800"
28/10/2019,"58,100",0.10,0.17,"58,000","58,800","57,800","149,482","8,684,904,200"
26/10/2019,"58,000",-0.20,-0.34,"58,200","58,500","57,700","135,531","7,860,798,000"
25/10/2019,"58,000",-0.20,-0.34,"58,200","58,500","57,700","135,531","7,860,798,000"
24/10/2019,"58,200",1.80,3.09,"56,400","58,200","56,400","223,389","13,001,239,800"
23/10/2019,"56,400",0.10,0.18,"56,300","57,000","56,000","74,781","4,217,648,400"
22/10/2019,"56,300",-0.20,-0.36,"56,500","56,600","55,700","153,438","8,638,559,400"
21/10/2019,"56,500",-0.60,-1.06,"57,100","57,400","56,300","126,049","7,121,768,500"
18/10/2019,"57,100",0.40,0.70,"56,700","57,600","56,600","144,734","8,264,311,400"
17/10/2019,"56,700",-0.80,-1.41,"57,500","57,500","56,600","162,159","9,194,415,300"
16/10/2019,"57,500",0.10,0.17,"57,400","58,000","57,400","82,905","4,767,037,500"
15/10/2019,"57,400",-0.30,-0.52,"57,700","57,800","57,400","66,391","3,810,843,400"
14/10/2019,"57,700",1.20,2.08,"56,500","58,200","56,800","223,103","12,873,043,100"
11/10/2019,"56,500",0.10,0.18,"56,400","56,900","56,400","79,442","4,488,473,000"
10/10/2019,"56,400",0.00,0.00,"56,400","57,000","56,400","80,800","4,557,120,000"
09/10/2019,"56,400",0.30,0.53,"56,100","57,000","55,800","93,753","5,287,669,200"
08/10/2019,"56,100",0.60,1.07,"55,500","56,200","55,200","133,722","7,501,804,200"
07/10/2019,"55,500",-1.30,-2.34,"56,800","57,200","55,500","237,181","13,163,545,500"
04/10/2019,"56,800",-0.40,-0.70,"57,200","57,500","56,700","127,121","7,220,472,800"
03/10/2019,"57,200",0.00,0.00,"57,200","57,400","56,400","280,485","16,043,742,000"
02/10/2019,"57,200",-1.30,-2.27,"58,500","58,600","57,200","243,902","13,951,194,400"
01/10/2019,"58,500",0.80,1.37,"57,700","58,500","57,600","164,413","9,618,160,500"
30/09/2019,"57,700",-0.80,-1.39,"58,500","59,500","57,700","219,917","12,689,210,900"
27/09/2019,"58,500",0.80,1.37,"57,700","58,800","57,400","251,052","14,686,542,000"
26/09/2019,"57,700",0.30,0.52,"57,400","58,000","57,200","99,264","5,727,532,800"
25/09/2019,"57,400",1.20,2.09,"56,200","57,400","56,100","144,241","8,279,433,400"
24/09/2019,"56,200",-0.30,-0.53,"56,500","57,000","55,800","253,760","14,261,312,000"
23/09/2019,"56,500",-1.70,-3.01,"58,200","58,300","56,500","231,309","13,068,958,500"
20/09/2019,"58,200",0.40,0.69,"57,800","58,800","57,600","139,612","8,125,418,400"
19/09/2019,"57,800",1.40,2.42,"56,400","57,800","56,200","143,273","8,281,179,400"
18/09/2019,"56,400",-1.20,-2.13,"57,600","57,900","56,300","259,291","14,624,012,400"
17/09/2019,"57,600",-0.10,-0.17,"57,700","58,100","57,100","119,469","6,881,414,400"
16/09/2019,"57,700",0.90,1.56,"56,800","58,000","56,700","133,956","7,729,261,200"
13/09/2019,"56,800",0.30,0.53,"56,500","57,400","56,300","212,390","12,063,752,000"
12/09/2019,"56,500",2.40,4.25,"54,100","56,500","54,400","379,991","21,469,491,500"
11/09/2019,"54,100",0.10,0.18,"54,000","54,200","53,400","117,967","6,382,014,700"
10/09/2019,"54,400",0.60,1.10,"53,800","54,400","53,600","592,200","32,215,680,000"
09/09/2019,"53,800",0.90,1.67,"52,900","54,400","52,500","250,780","13,491,964,000"
06/09/2019,"52,900",0.30,0.57,"52,600","53,200","52,300","114,271","6,044,935,900"
05/09/2019,"52,600",-0.60,-1.14,"53,200","53,500","52,600","124,368","6,541,756,800"
04/09/2019,"53,200",-0.50,-0.94,"53,700","54,200","53,000","165,530","8,806,196,000"
03/09/2019,"53,700",0.60,1.12,"53,100","54,000","53,000","136,023","7,304,435,100"
30/08/2019,"53,100",0.40,0.75,"52,700","53,400","52,900","70,836","3,761,391,600"
29/08/2019,"52,700",0.60,1.14,"52,100","52,800","51,900","97,294","5,127,393,800"
28/08/2019,"52,100",-0.70,-1.34,"52,800","53,200","52,100","153,786","8,012,250,600"
27/08/2019,"52,800",-0.90,-1.70,"53,700","54,300","52,800","156,637","8,270,433,600"
26/08/2019,"53,700",-0.70,-1.30,"54,400","54,200","53,500","175,616","9,430,579,200"
23/08/2019,"54,400",1.40,2.57,"53,000","54,400","52,600","186,820","10,163,008,000"
22/08/2019,"53,000",-0.60,-1.13,"53,600","54,300","52,900","189,264","10,030,992,000"
21/08/2019,"53,600",-0.40,-0.75,"54,000","54,500","53,400","180,802","9,690,987,200"
20/08/2019,"54,000",1.60,2.96,"52,400","54,000","52,400","227,775","12,299,850,000"
19/08/2019,"52,200",0.20,0.38,"52,000","52,700","51,200","284,978","14,875,851,600"
16/08/2019,"52,000",-1.00,-1.92,"53,000","55,100","52,000","453,102","23,561,304,000"
15/08/2019,"53,000",-0.20,-0.38,"53,200","53,000","51,400","222,388","11,786,564,000"
14/08/2019,"53,200",0.70,1.32,"52,500","53,700","52,800","220,537","11,732,568,400"
13/08/2019,"52,500",0.20,0.38,"52,300","53,200","51,700","223,798","11,749,395,000"
12/08/2019,"52,300",1.20,2.29,"51,100","52,600","50,700","181,792","9,507,721,600"
09/08/2019,"51,100",0.80,1.57,"50,300","51,400","50,000","175,168","8,951,084,800"
08/08/2019,"50,300",0.50,0.99,"49,750","50,600","49,850","208,551","10,490,115,300"
07/08/2019,"49,750",0.80,1.61,"48,950","49,750","48,950","124,641","6,200,889,750"
06/08/2019,"48,950",0.00,0.00,"49,000","49,300","48,200","130,457","6,385,870,150"
05/08/2019,"49,000",0.20,0.41,"48,800","49,800","48,800","232,210","11,378,290,000"
02/08/2019,"48,800",0.40,0.82,"48,350","49,000","47,850","145,190","7,085,272,000"
01/08/2019,"48,350",0.00,0.00,"48,400","48,600","48,200","96,506","4,666,065,100"
31/07/2019,"48,400",0.60,1.24,"47,800","48,400","47,500","111,188","5,381,499,200"
30/07/2019,"47,800",-0.80,-1.67,"48,600","48,600","47,700","209,222","10,000,811,600"
29/07/2019,"48,600",-0.20,-0.41,"48,800","48,800","48,200","113,045","5,493,987,000"
26/07/2019,"48,800",0.10,0.20,"48,650","48,800","48,350","104,302","5,089,937,600"
25/07/2019,"48,650",0.00,0.00,"48,600","48,950","48,500","115,710","5,629,291,500"
24/07/2019,"48,600",-0.20,-0.41,"48,800","49,400","48,600","195,277","9,490,462,200"
23/07/2019,"48,800",0.40,0.82,"48,350","48,800","48,100","94,855","4,628,924,000"
22/07/2019,"48,350",0.10,0.21,"48,200","48,650","47,950","175,578","8,489,196,300"
19/07/2019,"48,200",1.40,2.90,"46,800","48,300","46,900","281,156","13,551,719,200"
18/07/2019,"46,800",-0.30,-0.64,"47,050","47,100","46,800","103,544","4,845,859,200"
17/07/2019,"47,050",-0.30,-0.64,"47,300","47,500","47,000","129,263","6,081,824,150"
16/07/2019,"47,300",0.00,0.00,"47,300","47,800","47,250","116,000","5,486,800,000"
15/07/2019,"47,300",0.30,0.63,"47,000","47,550","46,850","117,606","5,562,763,800"
12/07/2019,"47,000",0.00,0.00,"47,000","47,450","46,800","124,197","5,837,259,000"
11/07/2019,"47,000",0.00,0.00,"47,050","47,250","46,800","85,414","4,014,458,000"
10/07/2019,"47,050",0.30,0.64,"46,750","47,450","46,800","128,198","6,031,715,900"
09/07/2019,"46,750",0.50,1.07,"46,300","46,850","46,100","99,257","4,640,264,750"
08/07/2019,"46,300",-0.30,-0.65,"46,600","46,900","46,050","130,305","6,033,121,500"
05/07/2019,"46,600",-0.40,-0.86,"46,950","47,000","46,400","113,777","5,302,008,200"
04/07/2019,"46,950",0.20,0.43,"46,800","47,200","46,800","127,580","5,989,881,000"
03/07/2019,"46,800",-0.10,-0.21,"46,900","46,900","46,550","127,586","5,971,024,800"
02/07/2019,"46,900",-0.20,-0.43,"47,100","47,500","46,650","160,028","7,505,313,200"
01/07/2019,"47,100",1.60,3.40,"45,500","47,100","45,900","255,128","12,016,528,800"
28/06/2019,"45,500",0.10,0.22,"45,400","46,000","44,900","247,922","11,280,451,000"
27/06/2019,"45,400",-0.80,-1.76,"46,150","46,100","45,300","122,186","5,547,244,400"
26/06/2019,"46,150",-0.40,-0.87,"46,500","46,500","46,100","101,447","4,681,779,050"
25/06/2019,"46,500",1.40,3.01,"45,150","46,550","44,800","326,945","15,202,942,500"
24/06/2019,"45,150",-0.30,-0.66,"45,400","45,450","45,150","72,616","3,278,612,400"
21/06/2019,"45,400",0.00,0.00,"45,400","45,600","45,250","87,246","3,960,968,400"
20/06/2019,"45,400",0.80,1.76,"44,650","45,400","44,650","135,603","6,156,376,200"
19/06/2019,"44,650",0.60,1.34,"44,050","44,700","44,200","53,082","2,370,111,300"
18/06/2019,"44,050",0.00,0.00,"44,050","44,450","43,750","76,368","3,364,010,400"
17/06/2019,"44,050",-0.40,-0.91,"44,400","44,500","43,900","101,355","4,464,687,750"
16/06/2019,"44,400",-0.10,-0.23,"44,550","44,900","44,400","55,980","2,485,512,000"
14/06/2019,"44,400",-0.10,-0.23,"44,550","44,900","44,400","55,980","2,485,512,000"
13/06/2019,"44,550",-0.50,-1.12,"45,050","45,100","44,500","85,627","3,814,682,850"
11/06/2019,"45,200",0.10,0.22,"45,100","45,600","44,900","129,650","5,860,180,000"
10/06/2019,"45,100",-0.10,-0.22,"45,200","45,700","44,800","122,734","5,535,303,400"
09/06/2019,"45,200",0.70,1.55,"44,500","45,250","44,700","130,468","5,897,153,600"
07/06/2019,"45,200",0.70,1.55,"44,500","45,250","44,700","130,468","5,897,153,600"
06/06/2019,"44,500",0.90,2.02,"43,600","44,700","43,600","92,274","4,106,193,000"
05/06/2019,"43,600",0.30,0.69,"43,300","43,900","43,500","50,010","2,180,436,000"
04/06/2019,"43,300",-0.20,-0.46,"43,500","43,700","43,250","53,716","2,325,902,800"
03/06/2019,"43,500",-0.60,-1.38,"44,100","44,100","43,500","88,181","3,835,873,500"
02/06/2019,"44,100",-0.40,-0.91,"44,550","44,800","44,100","61,186","2,698,302,600"
31/05/2019,"44,100",-0.40,-0.91,"44,550","44,800","44,100","61,186","2,698,302,600"
30/05/2019,"44,550",0.40,0.90,"44,100","44,700","43,900","98,645","4,394,634,750"
29/05/2019,"44,100",-0.80,-1.81,"44,850","44,850","44,000","150,530","6,638,373,000"
28/05/2019,"44,850",-0.40,-0.89,"45,250","45,400","44,750","51,847","2,325,337,950"
27/05/2019,"45,250",-0.40,-0.88,"45,600","45,450","44,650","126,195","5,710,323,750"
26/05/2019,"45,600",-0.10,-0.22,"45,700","45,950","45,250","101,475","4,627,260,000"
24/05/2019,"45,600",-0.10,-0.22,"45,700","45,950","45,250","101,475","4,627,260,000"
23/05/2019,"45,700",0.50,1.09,"45,250","45,800","45,200","126,752","5,792,566,400"
22/05/2019,"45,250",-0.60,-1.33,"45,900","46,150","45,250","156,365","7,075,516,250"
21/05/2019,"45,900",0.60,1.31,"45,250","46,050","45,350","101,653","4,665,872,700"
20/05/2019,"45,250",0.80,1.77,"44,450","45,300","44,500","179,213","8,109,388,250"
19/05/2019,"44,450",-5.20,-11.70,"49,650","45,000","44,300","148,759","6,612,337,550"
17/05/2019,"44,450",-5.20,-11.70,"49,650","45,000","44,300","148,759","6,612,337,550"
16/05/2019,"49,650",-0.80,-1.61,"50,400","50,700","49,650","189,129","9,390,254,850"
15/05/2019,"50,400",0.20,0.40,"50,200","50,600","50,100","153,994","7,761,297,600"
14/05/2019,"50,200",0.70,1.39,"49,500","50,800","49,100","156,083","7,835,366,600"
13/05/2019,"49,500",0.50,1.01,"49,000","49,800","49,000","85,054","4,210,173,000"
12/05/2019,"49,000",0.40,0.82,"48,600","49,250","48,750","102,783","5,036,367,000"
10/05/2019,"49,000",0.40,0.82,"48,600","49,250","48,750","102,783","5,036,367,000"
09/05/2019,"48,600",-1.10,-2.26,"49,650","49,650","48,600","86,094","4,184,168,400"
08/05/2019,"49,650",-0.10,-0.20,"49,700","49,700","49,000","95,902","4,761,534,300"
07/05/2019,"49,700",1.00,2.01,"48,750","49,700","49,050","109,488","5,441,553,600"
06/05/2019,"48,750",-1.30,-2.67,"50,000","49,400","48,450","145,514","7,093,807,500"
05/05/2019,"50,000",0.10,0.20,"49,850","50,000","49,600","105,957","5,297,850,000"
03/05/2019,"50,000",0.10,0.20,"49,850","50,000","49,600","105,957","5,297,850,000"
02/05/2019,"49,850",0.30,0.60,"49,550","50,200","49,650","88,502","4,411,824,700"
01/05/2019,"49,550",0.80,1.61,"48,800","49,750","48,800","86,495","4,285,827,250"
30/04/2019,"49,550",0.80,1.61,"48,800","49,750","48,800","86,495","4,285,827,250"
29/04/2019,"49,550",0.80,1.61,"48,800","49,750","48,800","86,495","4,285,827,250"
28/04/2019,"49,550",0.80,1.61,"48,800","49,750","48,800","86,495","4,285,827,250"
26/04/2019,"49,550",0.80,1.61,"48,800","49,750","48,800","86,495","4,285,827,250"
25/04/2019,"48,800",0.30,0.61,"48,550","49,150","48,450","97,066","4,736,820,800"
24/04/2019,"48,550",0.60,1.24,"47,900","48,650","48,100","85,513","4,151,656,150"
23/04/2019,"47,900",0.00,0.00,"47,900","48,450","47,500","54,940","2,631,626,000"
22/04/2019,"47,900",-0.60,-1.25,"48,450","48,500","47,800","82,609","3,956,971,100"
21/04/2019,"48,450",0.00,0.00,"48,500","48,900","48,400","45,398","2,199,533,100"
19/04/2019,"48,450",0.00,0.00,"48,500","48,900","48,400","45,398","2,199,533,100"
18/04/2019,"48,500",0.00,0.00,"48,500","49,250","48,050","97,593","4,733,260,500"
17/04/2019,"48,500",0.60,1.24,"47,900","49,500","48,200","195,953","9,503,720,500"
16/04/2019,"47,900",-0.30,-0.63,"48,200","48,200","47,500","90,700","4,344,530,000"
15/04/2019,"48,200",1.20,2.49,"47,000","48,400","46,850","87,509","4,217,933,800"
12/04/2019,"48,200",1.20,2.49,"47,000","48,400","46,850","87,509","4,217,933,800"
11/04/2019,"47,000",0.10,0.21,"46,900","47,500","46,850","35,991","1,691,577,000"
10/04/2019,"46,900",-0.40,-0.85,"47,300","47,300","46,750","73,110","3,428,859,000"
09/04/2019,"47,300",-0.50,-1.06,"47,800","48,500","47,300","101,168","4,785,246,400"
08/04/2019,"47,800",0.00,0.00,"47,800","48,000","47,450","45,266","2,163,714,800"
05/04/2019,"47,800",0.00,0.00,"47,800","47,900","47,450","61,520","2,940,656,000"
04/04/2019,"47,800",0.60,1.26,"47,200","48,200","47,250","171,613","8,203,101,400"
03/04/2019,"47,200",1.20,2.54,"46,000","47,200","46,000","103,410","4,880,952,000"
02/04/2019,"46,000",0.20,0.43,"45,800","46,700","45,800","135,448","6,230,608,000"
01/04/2019,"45,800",0.30,0.66,"45,500","45,900","45,500","32,750","1,499,950,000"
31/03/2019,"42,900",0.00,0.00,"42,900","42,950","42,650","323,780","13,890,162,000"
29/03/2019,"45,500",0.40,0.88,"45,150","45,600","45,300","44,675","2,032,712,500"
28/03/2019,"45,150",0.10,0.22,"45,000","45,350","44,750","36,236","1,636,055,400"
27/03/2019,"45,000",0.30,0.67,"44,750","45,100","44,800","58,904","2,650,680,000"
26/03/2019,"44,750",0.40,0.89,"44,400","45,000","44,500","38,612","1,727,887,000"
25/03/2019,"44,400",-0.60,-1.35,"45,050","45,000","44,200","63,352","2,812,828,800"
22/03/2019,"45,050",-0.10,-0.22,"45,100","45,400","45,050","68,769","3,098,043,450"
21/03/2019,"45,100",-0.40,-0.89,"45,450","45,800","45,100","82,574","3,724,087,400"
20/03/2019,"45,450",-0.30,-0.66,"45,700","45,900","45,250","79,727","3,623,592,150"
19/03/2019,"45,700",-0.50,-1.09,"46,200","46,300","45,700","91,472","4,180,270,400"
18/03/2019,"46,200",0.20,0.43,"46,000","46,450","45,950","99,408","4,592,649,600"
15/03/2019,"46,000",-0.30,-0.65,"46,250","46,300","45,750","104,184","4,792,464,000"
14/03/2019,"46,250",0.00,0.00,"46,200","46,500","46,000","53,348","2,467,345,000"
13/03/2019,"46,200",-0.30,-0.65,"46,500","46,700","46,200","100,189","4,628,731,800"
12/03/2019,"46,500",2.00,4.30,"44,500","46,500","44,750","193,087","8,978,545,500"
11/03/2019,"44,500",-0.10,-0.22,"44,650","44,850","44,450","36,452","1,622,114,000"
08/03/2019,"44,650",-0.10,-0.22,"44,750","44,800","44,450","69,318","3,095,048,700"
07/03/2019,"44,750",0.10,0.22,"44,600","45,000","44,600","37,434","1,675,171,500"
06/03/2019,"44,600",-0.30,-0.67,"44,900","45,100","44,450","69,523","3,100,725,800"
05/03/2019,"44,900",-0.10,-0.22,"45,000","45,200","44,800","82,430","3,701,107,000"
04/03/2019,"45,000",0.40,0.89,"44,600","45,200","44,600","80,677","3,630,465,000"
01/03/2019,"44,600",0.40,0.90,"44,200","44,600","44,150","59,078","2,634,878,800"
28/02/2019,"44,200",-0.90,-2.04,"45,100","45,100","44,200","137,219","6,065,079,800"
27/02/2019,"45,100",-0.10,-0.22,"45,200","45,450","44,900","48,565","2,190,281,500"
26/02/2019,"45,200",-0.30,-0.66,"45,500","45,600","45,000","66,322","2,997,754,400"
25/02/2019,"45,500",0.30,0.66,"45,200","46,200","45,450","102,366","4,657,653,000"
22/02/2019,"45,200",0.40,0.88,"44,800","45,400","44,400","124,372","5,621,614,400"
21/02/2019,"44,800",-0.10,-0.22,"44,850","44,900","44,300","74,995","3,359,776,000"
20/02/2019,"44,850",0.50,1.11,"44,400","45,050","44,300","49,943","2,239,943,550"
19/02/2019,"44,400",0.00,0.00,"44,400","45,150","44,300","147,088","6,530,707,200"
18/02/2019,"44,400",0.20,0.45,"44,200","44,600","44,100","30,631","1,360,016,400"
15/02/2019,"44,200",0.00,0.00,"44,250","44,450","44,000","64,723","2,860,756,600"
14/02/2019,"44,250",-0.30,-0.68,"44,550","44,900","44,250","61,698","2,730,136,500"
13/02/2019,"44,550",0.60,1.35,"43,900","45,000","44,000","112,537","5,013,523,350"
12/02/2019,"43,900",-0.30,-0.68,"44,150","44,600","43,900","70,157","3,079,892,300"
11/02/2019,"44,150",1.60,3.62,"42,600","44,300","42,700","100,043","4,416,898,450"
01/02/2019,"42,600",-0.60,-1.41,"43,200","43,200","41,500","59,989","2,555,531,400"
31/01/2019,"43,200",0.00,0.00,"43,200","43,400","42,900","51,726","2,234,563,200"
30/01/2019,"43,200",0.70,1.62,"42,500","43,400","42,400","68,926","2,977,603,200"
29/01/2019,"42,500",0.40,0.94,"42,100","42,500","42,000","43,058","1,829,965,000"
28/01/2019,"42,100",-0.30,-0.71,"42,400","42,500","42,100","21,633","910,749,300"
25/01/2019,"42,400",-0.10,-0.24,"42,450","42,600","42,300","21,347","905,112,800"
24/01/2019,"42,450",0.10,0.24,"42,350","42,600","42,350","23,447,000","995,325,150,000"
23/01/2019,"42,350",0.00,0.00,"42,350","42,400","42,150","19,346,000","819,303,100,000"
22/01/2019,"42,350",-0.10,-0.24,"42,500","42,750","42,350","14,148,000","599,167,800,000"
21/01/2019,"42,500",0.50,1.18,"42,000","42,800","42,200","247,800","10,531,500,000"
18/01/2019,"42,000",0.05,0.12,"42,000","42,500","42,000","227,150","9,540,300,000"
17/01/2019,"42,000",-0.55,-1.31,"42,550","42,750","42,000","379,770","15,950,340,000"
16/01/2019,"42,550",-0.25,-0.59,"42,800","43,000","42,550","186,590","7,939,404,500"
15/01/2019,"42,800",0.30,0.70,"42,500","42,800","42,300","339,480","14,529,744,000"
14/01/2019,"42,500",0.30,0.71,"42,200","42,600","42,000","398,400","16,932,000,000"
11/01/2019,"42,200",0.05,0.12,"42,150","42,550","42,050","596,090","25,154,998,000"
10/01/2019,"42,150",-0.25,-0.59,"42,400","42,550","42,150","207,330","8,738,959,500"
09/01/2019,"42,400",0.40,0.94,"42,000","42,600","41,900","309,040","13,103,296,000"
08/01/2019,"42,000",0.20,0.48,"41,800","42,000","41,700","295,660","12,417,720,000"
07/01/2019,"41,800",0.70,1.67,"41,100","42,100","41,600","408,470","17,074,046,000"
06/01/2019,"41,100",0.30,0.73,"40,800","41,450","40,500","318,570","13,093,227,000"
04/01/2019,"41,100",0.30,0.73,"40,800","41,450","40,500","318,570","13,093,227,000"
03/01/2019,"40,800",-0.40,-0.98,"41,200","41,450","40,700","716,600","29,237,280,000"
02/01/2019,"41,200",-1.00,-2.43,"42,200","42,150","41,150","459,120","18,915,744,000"
30/12/2018,"42,200",0.40,0.95,"41,800","42,200","41,800","387,170","16,338,574,000"
